coherent	<div style='font-size:0.95em;color:#555'>/kəʊˈhɪərənt/</div><b>a.</b> 一致的，协调的；（话语等）条理清楚的，连贯的<br><span style='color:#888'>派生: coherence n. 连贯性 · 反: incoherent</span><div style='margin-top:8px;padding:6px;background:#f6f6f6;border-left:3px solid #4a90d9'><i>A <u>coherent</u> framework, as experts indicate, must rest on three pillars</i><br><span style='color:#666'>正如专家所指出，一个连贯的框架必须建立在三大支柱上</span></div><div style='font-size:0.8em;color:#999;margin-top:4px'>真题频次: 8 (2010-2024)</div>	Day3 必背
depict	<div style='font-size:0.95em;color:#555'>/dɪˈpɪkt/</div><b>v.</b> 描绘；描写，描述（通过文字或图像）<br><span style='color:#888'>近: portray / describe</span><div style='margin-top:8px;padding:6px;background:#f6f6f6;border-left:3px solid #4a90d9'><i>scholars <u>depict</u> today's rules as a patchwork of transient measures</i><br><span style='color:#666'>学者们将当今的规则描述为一堆临时措施的拼凑</span></div><div style='font-size:0.8em;color:#999;margin-top:4px'>真题频次: 2 (2010-2024)</div>	Day3 必背
transient	<div style='font-size:0.95em;color:#555'>/ˈtrænziənt/</div><b>a.</b> 短暂的，转瞬即逝的；临时的，暂住的<br><span style='color:#888'>近: temporary / brief · 反: permanent / lasting</span><div style='margin-top:8px;padding:6px;background:#f6f6f6;border-left:3px solid #4a90d9'><i>today's rules as a patchwork of <u>transient</u> measures</i><br><span style='color:#666'>当今规则是一堆临时性措施的拼凑</span></div><div style='font-size:0.8em;color:#999;margin-top:4px'>真题频次: 2 (2010-2024)</div>	Day3 必背
bear	<div style='font-size:0.95em;color:#555'>/beə(r)/</div><b>v.</b> <b>承担；忍受</b>（熟词僻义）；生育；结果实<br><b>n.</b> 熊<br><span style='color:#888'>固定: <b>bear the burden</b> = 承担负担 / <b>bear children</b> = 生育 / <b>bear in mind</b> = 记住</span><div style='margin-top:8px;padding:6px;background:#f6f6f6;border-left:3px solid #4a90d9'><i>neither flexible enough to <u>bear</u> new technologies ... whether institutions can <u>bear</u> the regulatory burden</i><br><span style='color:#666'>既不够灵活以承载新技术……公共机构能否承担监管重担</span></div><div style='font-size:0.8em;color:#999;margin-top:4px'>真题频次: 3 (2010-2024)</div>	Day3 必背 熟词僻义 高频搭配
prevalent	<div style='font-size:0.95em;color:#555'>/ˈprevələnt/</div><b>a.</b> 流行的，普遍的，盛行的<br><span style='color:#888'>派生: prevail v. 流行；prevalence n.</span><div style='margin-top:8px;padding:6px;background:#f6f6f6;border-left:3px solid #4a90d9'><i>The <u>prevalent</u> view in academic journals is that...</i><br><span style='color:#666'>学术期刊中流行的观点是……</span></div><div style='font-size:0.8em;color:#999;margin-top:4px'>真题频次: 1 (2010-2024)</div>	Day3 必背
retreat	<div style='font-size:0.95em;color:#555'>/rɪˈtriːt/</div><b>v.</b> 撤退，退却；退避<br><b>n.</b> 撤退；隐居（处）<br><span style='color:#888'>固定: <b>retreat from</b> = 从…退却</span><div style='margin-top:8px;padding:6px;background:#f6f6f6;border-left:3px solid #4a90d9'><i>Some governments have chosen to <u>retreat</u> from binding commitments</i><br><span style='color:#666'>一些政府选择从有约束力的承诺中退却</span></div><div style='font-size:0.8em;color:#999;margin-top:4px'>真题频次: 1 (2010-2024)</div>	Day3 必背 搭配
plausible	<div style='font-size:0.95em;color:#555'>/ˈplɔːzəbl/</div><b>a.</b> 似乎合理的；似可信的（注意：可能不真但听起来合理）<br><span style='color:#888'>近: believable / credible · 反: implausible</span><div style='margin-top:8px;padding:6px;background:#f6f6f6;border-left:3px solid #4a90d9'><i>voluntary codes that, while <u>plausible</u> on paper, are easy to neglect in practice</i><br><span style='color:#666'>自愿性准则，虽然在纸面上似乎合理，但在实践中容易被忽视</span></div><div style='font-size:0.8em;color:#999;margin-top:4px'>真题频次: 1 (2010-2024)</div>	Day3 必背
neglect	<div style='font-size:0.95em;color:#555'>/nɪˈɡlekt/</div><b>v./n.</b> 忽视；疏忽；漏做<br><span style='color:#888'>近: ignore / overlook · 反: attend to / heed</span><div style='margin-top:8px;padding:6px;background:#f6f6f6;border-left:3px solid #4a90d9'><i>voluntary codes ... are easy to <u>neglect</u> in practice</i><br><span style='color:#666'>自愿性准则……在实践中容易被忽视</span></div><div style='font-size:0.8em;color:#999;margin-top:4px'>真题频次: 5 (2010-2024)</div>	Day3 必背
surpass	<div style='font-size:0.95em;color:#555'>/səˈpɑːs/</div><b>v.</b> 超过，胜过<br><span style='color:#888'>近: exceed / outdo</span><div style='margin-top:8px;padding:6px;background:#f6f6f6;border-left:3px solid #4a90d9'><i>international standards that no single nation can <u>surpass</u> or prevail over alone</i><br><span style='color:#666'>没有任何单一国家能单独超越或胜过的国际标准</span></div><div style='font-size:0.8em;color:#999;margin-top:4px'>真题频次: 3 (2010-2024)</div>	Day3 必背
prevail	<div style='font-size:0.95em;color:#555'>/prɪˈveɪl/</div><b>v.</b> (over/against) 取胜，占优势；流行，盛行<br><span style='color:#888'>固定: <b>prevail over</b> = 战胜；<b>prevail against</b> = 抵抗（成功）</span><br><span style='color:#888'>派生: prevalent a. 流行的（见今日另一词）</span><div style='margin-top:8px;padding:6px;background:#f6f6f6;border-left:3px solid #4a90d9'><i>no single nation can surpass or <u>prevail</u> over alone</i><br><span style='color:#666'>没有任何单一国家能单独战胜（这一挑战）</span></div><div style='font-size:0.8em;color:#999;margin-top:4px'>真题频次: 4 (2010-2024)</div>	Day3 必背 搭配
